9630,2225,1.56116,1.40838,-0.803828,-0.0541808,-0.0338101,0.626021,0.684634,0.2563,0.200007,-9.35786e-08,2.25141e-05,0.479056,0.876526,1.15208,-1.00383,-0.0541807,-0.0338326,0.146964,1.76161,,1.65038,,0.000800134,0,3.63425e-07,6.6752e-05,11824,10502.3,1310.79
9631,2225,1.56116,1.40838,-0.803829,-0.0541816,-0.0338091,0.62602,0.684638,0.256313,0.200007,-1.41211e-07,2.22302e-05,0.479058,0.876522,1.15207,-1.00384,-0.0541814,-0.0338313,0.146962,1.7616,,1.65039,,6.38261,2.1278,23.1225,0.532469,11058.7,10000.3,1057.65
9632,2225,1.56116,1.40839,-0.80383,-0.0541804,-0.0338103,0.626021,0.684642,0.256324,0.200007,-4.41243e-08,2.2285e-05,0.479059,0.876519,1.15206,-1.00384,-0.0541803,-0.0338326,0.146962,1.7616,,1.65038,,5.21182,3.86508,-3.46388,0.434799,10662.3,9425.1,1236.2
9633,2225,1.56116,1.40838,-0.80383,-0.0541815,-0.0338088,0.626021,0.684645,0.256334,0.200007,2.75186e-08,2.23557e-05,0.479059,0.876514,1.15205,-1.00384,-0.0541815,-0.0338312,0.146962,1.76158,,1.65038,,7.33993,6.31146,8.86714,0.61234,11530.5,10268,1261.51
9634,2225,1.5612,1.40841,-0.803805,-0.0541823,-0.0338252,0.626023,0.684649,0.256346,0.200007,-1.07234e-07,2.27065e-05,0.479061,0.876549,1.15206,-1.00381,-0.0541822,-0.0338479,0.146962,1.7616,,1.65041,,8.80799,7.11991,7.34026,0.734812,10833.2,9390.95,1441.32
9635,2225,1.56302,1.41535,-0.805912,-0.0525823,-0.0358637,0.625876,0.684945,0.256588,0.200003,9.37647e-09,2.23168e-05,0.479062,0.878071,1.15877,-1.00592,-0.0525823,-0.0358861,0.146814,1.76794,,1.65107,,9.35418,8.5007,2.88991,0.776792,12237.8,10552.9,1684.1
9636,2225,1.56779,1.42057,-0.806165,-0.0504603,-0.0369145,0.626887,0.686973,0.254021,0.200007,-6.63959e-08,2.27055e-05,0.479064,0.88082,1.16655,-1.00617,-0.0504603,-0.0369372,0.147823,1.77456,,1.6496,,6.5482,8.23679,-10.3542,0.545473,10751.7,9562.68,1188.24
9637,2225,0.759149,1.10344,-0.858022,-0.120061,0.121535,0.75483,0.0555777,0.332882,0.200006,-7.94918e-08,2.25657e-05,0.479066,0.703571,0.770556,-1.05803,-0.120061,0.121513,0.275764,1.486,,1.56517,,3.513,6.47179,-7.17542,0.651925,10980,9833.83,1145.37
9638,2225,0.113701,1.22683,-0.652888,0.381171,0.155303,1.26312,-0.349371,0.130233,0.199996,-2.90282e-08,2.25978e-05,0.479067,0.463072,1.09659,-0.852884,0.381171,0.15528,0.784055,1.46436,,1.19289,,3.85359,4.63826,0.896293,2.0633,10012.2,8909.73,1101
9639,2225,-1.68167,0.0625026,0.69661,1.44247,0.13629,1.7628,-0.460143,-0.0592795,0.199999,-6.10783e-08,2.25608e-05,0.479069,-1.22153,0.121782,0.496611,1.44247,0.136268,1.28373,1.32423,,0.756708,,6.82593,4.73084,15.3213,6.61718,6187.48,5120.73,1066
9640,2225,-1.03816,-1.14523,-0.294009,-0.763657,0.359401,2.63271,-0.532179,-0.193182,0.200004,-1.59839e-07,2.27119e-05,0.47907,-0.505978,-0.952045,-0.494014,-0.763657,0.359378,2.15364,1.18594,,0.914289,,3.23144,4.63699,-9.79424,5.86822,3892.29,3633.39,257.077
9641,2228,0.426814,-1.45766,-0.0255432,-1.08107,0.323129,0.482189,-0.599622,-0.323456,0.199997,-1.08297e-08,2.28114e-05,0.479072,1.02644,-1.1342,-0.22554,-1.08107,0.323106,0.00311683,1.54624,,0.374811,,4.3556,4.80432,3.16664,0.00877981,4288.61,4058.41,229.392
9642,2229,-1.07667,-1.52251,1.839,2.13754,-0.588657,2.54337,-0.639217,-0.398215,0.200004,-7.50518e-09,2.23266e-05,0.479074,-0.437452,-1.12429,1.639,2.13754,-0.588679,2.0643,2.03512,,0.70319,,4.44349,4.01018,0.191901,4.50721,4529.43,4310.2,218.475
9643,2226,0.70917,-1.56907,1.25078,-1.72863,-0.569118,0.596548,-0.646158,-0.426315,0.200004,-2.42412e-07,2.10264e-05,0.479075,1.35533,-1.14276,1.05078,-1.72862,-0.569139,0.117472,2.06081,,0.215062,,6.20727,5.00212,5.31258,0.353833,4484.83,4273.38,210.732
9644,2227,-0.68145,-0.617895,0.200003,-1.14696e-08,2.22886e-05,0.479077,-0.68145,-0.617895,0.200003,-1.14696e-08,2.22886e-05,0.479077,-1.00799e-08,3.37991e-09,4.19151e-09,4.23105e-17,-6.66561e-13,1.57997e-08,1.14279e-08,,5.93098,,3.96803e-08,3.55025,-21.553,5.48602e-08,8704.08,4819.75,3883.62
9645,2226,-0.74204,-0.88094,0.200003,-9.96023e-08,2.21724e-05,0.479089,-0.74204,-0.88094,0.200003,-9.96023e-08,2.21724e-05,0.479089,-3.15621e-09,2.71477e-08,3.51535e-10,1.78999e-15,-8.13413e-13,-2.18839e-08,2.73328e-08,,5.83598,,8.59521e-08,2.06909,1.45509e-07,-6.88172e-08,8484.28,4653.02,3829.75
9646,2226,-0.741963,-0.880905,0.200003,-1.18321e-07,2.29465e-05,0.479121,-0.741963,-0.880905,0.200003,-1.18321e-07,2.29465e-05,0.479121,-2.76775e-09,2.21847e-08,4.38533e-09,1.08588e-15,-6.81038e-13,6.91455e-09,2.27827e-08,,5.83611,,5.20153e-08,0,-7.74814e-08,1.57866e-08,7851.84,3899.06,3952.02
